action,blood glucose,reward,meal,risk,info
0.1,164.70631,-22.397411134457933,0.0,5.293145079126066,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 309.33250719,
       456.14154537,   6.24874848,  23.98960985,  82.29016452,
       102.20703637,   4.1991849 , 258.6009074 , 129.72540677,
       306.31982834]), 'time': datetime.datetime(2025, 1, 1, 13, 21), 'bg': 166.03327918802648, 'lbgi': 0.0, 'hbgi': 5.293145079126066, 'risk': 5.293145079126066}"
0.1,166.1911,-23.338283915084304,0.0,5.338635147660607,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 308.18652581,
       452.35544516,   6.81379005,  32.44626387,  84.04461839,
       101.84318016,   4.50960424, 304.68952846, 139.09911156,
       306.7338607 ]), 'time': datetime.datetime(2025, 1, 1, 13, 24), 'bg': 166.30959671991522, 'lbgi': 0.0, 'hbgi': 5.338635147660607, 'risk': 5.338635147660607}"
0.1,166.82578,-23.517708422635614,0.0,5.3582273935140465,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 306.69101162,
       447.85796533,   7.48775201,  42.41946213,  86.08399839,
       101.52241495,   4.92489171, 348.08113775, 150.35508983,
       306.85419767]), 'time': datetime.datetime(2025, 1, 1, 13, 27), 'bg': 166.4283806389437, 'lbgi': 0.0, 'hbgi': 5.3582273935140465, 'risk': 5.3582273935140465}"
[0.],164.37997,-21.78956096168818,0.0,5.35084264391466,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 304.81192725,
       442.51695467,   8.01369803,  53.64947311,  88.40684483,
       101.24955898,   5.34941529, 327.71214206, 161.75758316,
       306.66865824]), 'time': datetime.datetime(2025, 1, 1, 13, 30), 'bg': 166.383624108421, 'lbgi': 0.0, 'hbgi': 5.35084264391466, 'risk': 5.35084264391466}"
0.1,163.47122,-21.589296186282372,0.0,5.315166608829807,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 302.51141282,
       436.31031064,   8.5576446 ,  65.22293625,  90.93524651,
       101.02821065,   5.71194413, 369.75651512, 173.31818485,
       306.16068688]), 'time': datetime.datetime(2025, 1, 1, 13, 33), 'bg': 166.16713442338892, 'lbgi': 0.0, 'hbgi': 5.315166608829807, 'risk': 5.315166608829807}"
0.1,163.74115,-21.913891317961095,0.0,5.249729204340655,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 299.76210256,
       429.22089918,   9.25213854,  77.77723481,  93.73725889,
       100.8618682 ,   6.14469663, 409.34053751, 186.48947899,
       305.31109116]), 'time': datetime.datetime(2025, 1, 1, 13, 36), 'bg': 165.76887503681138, 'lbgi': 0.0, 'hbgi': 5.249729204340655, 'risk': 5.249729204340655}"
[0.],164.8302,-22.591088256980075,0.0,5.153101145691702,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 296.5356129 ,
       421.18349457,   9.80203912,  91.22885259,  96.82002313,
       100.75501815,   6.58588057, 385.38676683, 199.55667748,
       304.09934871]), 'time': datetime.datetime(2025, 1, 1, 13, 39), 'bg': 165.17795654630396, 'lbgi': 0.0, 'hbgi': 5.153101145691702, 'risk': 5.153101145691702}"
[0.],166.37813,-23.442502311172653,0.0,5.023957418822462,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 292.80790284,
       412.23507928,  10.14954068, 104.32396076, 100.06518647,
       100.71078571,   6.90585464, 362.83472215, 211.01127808,
       302.50370397]), 'time': datetime.datetime(2025, 1, 1, 13, 42), 'bg': 164.38276245217403, 'lbgi': 0.0, 'hbgi': 5.023957418822462, 'risk': 5.023957418822462}"
[0.],168.0245,-24.285930089052936,0.0,4.861279304749464,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 288.57873801,
       402.51426088,  10.39432063, 116.43841127, 103.39714855,
       100.73027088,   7.12801853, 341.60237665, 220.97762936,
       300.50391585]), 'time': datetime.datetime(2025, 1, 1, 13, 45), 'bg': 163.37187060784447, 'lbgi': 0.0, 'hbgi': 4.861279304749464, 'risk': 4.861279304749464}"
[0.],169.41048,-24.938817394428128,0.0,4.664756744638302,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 283.87403125,
       392.1806041 ,  10.57194542, 127.35019571, 106.77215573,
       100.81346528,   7.2861178 , 321.61250459, 229.57174308,
       298.08547199]), 'time': datetime.datetime(2025, 1, 1, 13, 48), 'bg': 162.13622108043086, 'lbgi': 0.0, 'hbgi': 4.664756744638302, 'risk': 4.664756744638302}"
0.1,170.18085,-25.221480007279606,0.0,4.435122122935504,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 278.73840184,
       381.3751577 ,  10.91775069, 137.40387917, 110.20039096,
       100.95987439,   7.4585263 , 364.01381594, 238.44147868,
       295.24245908]), 'time': datetime.datetime(2025, 1, 1, 13, 51), 'bg': 160.67097582989626, 'lbgi': 0.0, 'hbgi': 4.435122122935504, 'risk': 4.435122122935504}"
0.1,169.98514,-24.959192213074665,0.0,4.174277444148897,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 273.21833745,
       370.12363552,  11.47308342, 147.91372992, 113.80099359,
       101.17042728,   7.76372305, 403.93388934, 249.03419941,
       291.97801287]), 'time': datetime.datetime(2025, 1, 1, 13, 54), 'bg': 158.97625207875856, 'lbgi': 0.0, 'hbgi': 4.174277444148897, 'risk': 4.174277444148897}"
[0.],168.51598,-24.00922863958117,0.0,3.885119638797589,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 267.34133553,
       358.36867459,  11.91311234, 159.09572529, 117.60441235,
       101.44775093,   8.11195675, 380.29650447, 259.63014323,
       288.30108822]), 'time': datetime.datetime(2025, 1, 1, 13, 57), 'bg': 157.05604431434202, 'lbgi': 0.0, 'hbgi': 3.885119638797589, 'risk': 3.885119638797589}"
0.1,165.70107,-22.38303192425354,0.0,3.571193330530584,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([  0.        ,   0.        ,   0.        , 261.12249645,
       346.12932665,  12.38448252, 170.24738404, 121.54520463,
       101.79367919,   8.4160237 , 419.26374826, 270.25572778,
       284.22239719]), 'time': datetime.datetime(2025, 1, 1, 14, 0), 'bg': 154.91595145991374, 'lbgi': 0.0, 'hbgi': 3.571193330530584, 'risk': 3.571193330530584}"
0.1,161.81827,-20.28513275363934,8.333333333333334,3.2366151176921636,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 8.333333333333334, 'patient_state': array([1.45504298e+04, 4.42298232e+02, 5.23510308e+00, 2.54638088e+02,
       3.33425479e+02, 1.30117106e+01, 1.82117141e+02, 1.25697209e+02,
       1.02210144e+02, 8.79847777e+00, 4.55950709e+02, 2.82377266e+02,
       2.79755692e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 3), 'bg': 152.56253722642265, 'lbgi': 0.0, 'hbgi': 3.2366151176921636, 'risk': 3.2366151176921636}"
[0.],157.23363,-17.91377367198962,0.0,2.8880888997194027,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([2.32881008e+04, 1.64680833e+03, 3.48935737e+01, 2.48554405e+02,
       3.20322982e+02, 1.34959862e+01, 1.94685256e+02, 1.30070406e+02,
       1.02700175e+02, 9.19266739e+00, 4.29269406e+02, 2.94292677e+02,
       2.74967255e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 6), 'bg': 150.0181493045551, 'lbgi': 0.0, 'hbgi': 2.8880888997194027, 'risk': 2.8880888997194027}"
[0.],152.35828,-15.47568830139632,0.0,2.5407649015927602,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([2.19062368e+04, 2.88959946e+03, 7.99139170e+01, 2.43759359e+02,
       3.07224678e+02, 1.37778497e+01, 2.06737711e+02, 1.34547937e+02,
       1.03265507e+02, 9.46664434e+00, 4.04149439e+02, 3.04505208e+02,
       2.70067816e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 9), 'bg': 147.37010583261355, 'lbgi': 0.0, 'hbgi': 2.5407649015927602, 'risk': 2.5407649015927602}"
0.1,147.63817,-13.186147098179433,0.0,2.213368509119879,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([2.06063696e+04, 3.97954348e+03, 1.22817918e+02, 2.40085829e+02,
       2.94627127e+02, 1.41740113e+01, 2.18081522e+02, 1.39095391e+02,
       1.03906101e+02, 9.70121103e+00, 4.41720858e+02, 3.14689725e+02,
       2.65289479e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 12), 'bg': 144.74899995615232, 'lbgi': 0.0, 'hbgi': 2.213368509119879, 'risk': 2.213368509119879}"
0.1,143.38156,-11.164966215134216,0.0,1.916852509078332,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([1.93836336e+04, 4.93066247e+03, 1.60859741e+02, 2.37136733e+02,
       2.82757870e+02, 1.47511705e+01, 2.29812881e+02, 1.43811554e+02,
       1.04622761e+02, 1.00370432e+01, 4.77093674e+02, 3.26318749e+02,
       2.60766015e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 15), 'bg': 142.2459189305255, 'lbgi': 0.0, 'hbgi': 1.916852509078332, 'risk': 1.916852509078332}"
0.1,139.65475,7.421861793388539,0.0,1.6543292502355191,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([1.82334520e+04, 5.75607077e+03, 1.93800633e+02, 2.34599254e+02,
       2.71610859e+02, 1.54135783e+01, 2.42456613e+02, 1.48755934e+02,
       1.05417901e+02, 1.04561393e+01, 5.10396546e+02, 3.39235598e+02,
       2.56548181e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 18), 'bg': 139.90213256160564, 'lbgi': 0.0, 'hbgi': 1.6543292502355191, 'risk': 1.6543292502355191}"
0.1,136.44165,7.33228860125314,0.0,1.4242606310426726,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([1.71515196e+04, 6.46820181e+03, 2.21778876e+02, 2.32241788e+02,
       2.61078065e+02, 1.61273057e+01, 2.56166388e+02, 1.53957841e+02,
       1.06294690e+02, 1.09272211e+01, 5.41750602e+02, 3.53295311e+02,
       2.52632799e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 21), 'bg': 137.72466252023236, 'lbgi': 0.0, 'hbgi': 1.4242606310426726, 'risk': 1.4242606310426726}"
[0.],133.70062,7.258695365471212,0.0,1.2227989596079905,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([1.61337866e+04, 7.07913911e+03, 2.44842824e+02, 2.29883197e+02,
       2.51024081e+02, 1.66575723e+01, 2.70546793e+02, 1.59393451e+02,
       1.07256453e+02, 1.13729434e+01, 5.10048466e+02, 3.66824214e+02,
       2.48982877e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 24), 'bg': 135.698934447792, 'lbgi': 0.0, 'hbgi': 1.2227989596079905, 'risk': 1.2227989596079905}"
[0.],131.37253,7.20061571541013,0.0,1.045190321496886,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([1.51764437e+04, 7.60108783e+03, 2.62789860e+02, 2.27374336e+02,
       2.41387787e+02, 1.69630909e+01, 2.84243340e+02, 1.64930382e+02,
       1.08304784e+02, 1.16751674e+01, 4.80201474e+02, 3.78352024e+02,
       2.45539973e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 27), 'bg': 133.79673208899305, 'lbgi': 0.0, 'hbgi': 1.045190321496886, 'risk': 1.045190321496886}"
[0.],129.38007,7.15695998991404,0.0,0.8866162939422895,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([1.42759074e+04, 8.04694075e+03, 2.75097708e+02, 2.24589914e+02,
       2.32169718e+02, 1.71508366e+01, 2.96602898e+02, 1.70484878e+02,
       1.09439074e+02, 1.18652252e+01, 4.52101066e+02, 3.88038606e+02,
       2.42232566e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 30), 'bg': 131.981351413316, 'lbgi': 0.0, 'hbgi': 0.8866162939422895, 'risk': 0.8866162939422895}"
0,127.627625,7.126264181136297,0.0,0.7427027449896871,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([1.34288069e+04, 8.43062662e+03, 2.81051598e+02, 2.21412869e+02,
       2.23361849e+02, 1.72603125e+01, 3.07405927e+02, 1.76007930e+02,
       1.10657515e+02, 1.19813118e+01, 4.25645037e+02, 3.96032957e+02,
       2.38980980e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 33), 'bg': 130.21093051577907, 'lbgi': 0.0, 'hbgi': 0.7427027449896871, 'risk': 0.7427027449896871}"
0,126.01287,7.106149893195973,0.0,0.609809555452988,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([1.26319714e+04, 8.76653489e+03, 2.80275667e+02, 2.17730340e+02,
       2.14925840e+02, 1.73115074e+01, 3.16609858e+02, 1.81465838e+02,
       1.11957561e+02, 1.20458872e+01, 4.00737160e+02, 4.02473896e+02,
       2.35699446e+02]), 'time': datetime.datetime(2025, 1, 1, 14, 36), 'bg': 128.43997738084758, 'lbgi': 0.0, 'hbgi': 0.609809555452988, 'risk': 0.609809555452988}"
0,124.43081,7.094131358020087,0.0,0.48532592221267046,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([11882.41840638,  9067.47443771,   273.55436754,   213.46110832,
         206.79490638,    17.31598993,   324.25405734,   186.83332345,
         113.33615693,    12.07162306,   377.28684192,   407.49071233,
         232.29975013]), 'time': datetime.datetime(2025, 1, 1, 14, 39), 'bg': 126.62083656434066, 'lbgi': 0.0, 'hbgi': 0.48532592221267046, 'risk': 0.48532592221267046}"
0,122.776764,7.087546983894233,0.0,0.3681627126863358,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([11177.34219327,  9342.10466745,   263.1251047 ,   208.60442111,
         198.89336412,    17.28116194,   330.41568218,   192.09030568,
         114.78987817,    12.06605525,   355.20878808,   411.20377154,
         228.70121709]), 'time': datetime.datetime(2025, 1, 1, 14, 42), 'bg': 124.70783980552369, 'lbgi': 0.0, 'hbgi': 0.3681627126863358, 'risk': 0.3681627126863358}"
0,120.95201,7.083147607652431,0.0,0.25934222764492515,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([10514.10363049,  9593.98454572,   251.8194851 ,   203.26493719,
         191.16558901,    17.21225175,   335.18795394,   197.2202497 ,
         116.31501764,    12.03406648,   334.42269677,   413.72508676,
         224.84588214]), 'time': datetime.datetime(2025, 1, 1, 14, 45), 'bg': 122.6648176096613, 'lbgi': 0.0, 'hbgi': 0.25934222764492515, 'risk': 0.25934222764492515}"
0,118.87096,7.0768106559374715,0.0,0.16227897285489343,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([9890.22016516, 9822.91272477,  241.81951825,  197.62356634,
        183.59768732,   17.11329815,  338.66932619,  202.20926937,
        117.90764977,   11.97913925,  314.85296499,  415.15885315,
        220.71064195]), 'time': datetime.datetime(2025, 1, 1, 14, 48), 'bg': 120.47262523304632, 'lbgi': 0.0, 'hbgi': 0.16227897285489343, 'risk': 0.16227897285489343}"
0,116.467,7.0635331678800455,0.0,0.08242867937841278,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 9303.35655353, 10027.09271725,   234.13063268,   191.87868351,
         176.21998226,    16.98764457,   340.95808294,   207.04561098,
         119.56367985,    11.90398445,   296.42841385,   415.6019502 ,
         216.30921264]), 'time': datetime.datetime(2025, 1, 1, 14, 51), 'bg': 118.13219289821691, 'lbgi': 0.0, 'hbgi': 0.08242867937841278, 'risk': 0.08242867937841278}"
0,113.69209,7.037616422323994,0.0,0.02639965746734694,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 8751.31612004, 10204.70967817,   228.81913791,   186.19963168,
         169.09306684,    16.83819098,   342.14966734,   211.7193295 ,
         121.27888471,    11.81085833,   279.08202975,   415.14441291,
         211.68444056]), 'time': datetime.datetime(2025, 1, 1, 14, 54), 'bg': 115.66193108069292, 'lbgi': 0.0, 'hbgi': 0.02639965746734694, 'risk': 0.02639965746734694}"
0,110.52074,6.99261703725836,0.0,0.0009007162564790437,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 8232.03253495, 10354.64030189,   225.47258619,   180.70823354,
         162.28832887,    16.66752523,   342.33539586,   216.22206492,
         123.0489474 ,    11.70172433,   262.75072053,   413.86987389,
         206.89649097]), 'time': datetime.datetime(2025, 1, 1, 14, 57), 'bg': 113.09182711090097, 'lbgi': 0.0, 'hbgi': 0.0009007162564790437, 'risk': 0.0009007162564790437}"
0,106.98801,6.923020692604004,0.0,0.011856444978303744,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 7743.56207992, 10476.59684781,   223.54318108,   175.48064656,
         155.87173499,    16.47799431,   341.60188306,   220.54687282,
         124.8694876 ,    11.57833785,   247.37508611,   411.85597806,
         202.01185931]), 'time': datetime.datetime(2025, 1, 1, 15, 0), 'bg': 110.45719099824775, 'lbgi': 0.011856444978303744, 'hbgi': 0.0, 'risk': 0.011856444978303744}"
0,103.2108,6.829643685960055,0.0,0.06383324108678423,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 7284.0763725 , 10571.0179588 ,   222.52279559,   170.55750522,
         149.89415948,    16.27174541,   340.03083626,   224.6880859 ,
         126.73608845,    11.44229242,   232.89920235,   409.17477176,
         197.09541938]), 'time': datetime.datetime(2025, 1, 1, 15, 3), 'bg': 107.79375527471674, 'lbgi': 0.06383324108678423, 'hbgi': 0.0, 'risk': 0.06383324108678423}"
0,99.32196,-10.619759339857463,0.0,0.1597706413056468,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 6851.85552242, 10638.88567703,   222.00541532,   165.95482852,
         144.38774419,    16.05075154,   337.69904586,   228.64119471,
         128.64432049,    11.29504648,   219.27041768,   405.89306765,
         192.20566363]), 'time': datetime.datetime(2025, 1, 1, 15, 6), 'bg': 105.13453500891569, 'lbgi': 0.1597706413056468, 'hbgi': 0.0, 'risk': 0.1597706413056468}"
0,95.45049,-12.67257935723068,0.0,0.30094710670097413,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 6445.28169382, 10681.54763804,   221.69362682,   161.67278673,
         139.36638125,    15.81682936,   334.67848131,   232.40274148,
         130.58976298,    11.13794031,   206.4391616 ,   402.07278694,
         187.39242253]), 'time': datetime.datetime(2025, 1, 1, 15, 9), 'bg': 102.50817726064292, 'lbgi': 0.30094710670097413, 'hbgi': 0.0, 'risk': 0.30094710670097413}"
0,91.71568,-14.650995103455077,0.0,0.4871002547985607,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 6062.83304964, 10700.5714136 ,   221.38316682,   157.70189678,
         134.82842145,    15.57165263,   331.03644459,   235.97022391,
         132.56802283,    10.97220788,   194.35876436,   397.77128038,
         182.6962236 ]), 'time': datetime.datetime(2025, 1, 1, 15, 12), 'bg': 99.93834837322734, 'lbgi': 0.4871002547985607, 'hbgi': 0.0, 'risk': 0.4871002547985607}"
0,88.20248,-16.5026152084674,0.0,0.716635756759265,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([ 5703.07805524, 10697.6351979 ,   220.94203273,   154.02711414,
         130.76021899,    15.31676332,   326.83575507,   239.34200698,
         134.57475152,    10.79898588,   182.98528724,   393.04162916,
         178.14861369]), 'time': datetime.datetime(2025, 1, 1, 15, 15), 'bg': 97.44375741624123, 'lbgi': 0.716635756759265, 'hbgi': 0.0, 'risk': 0.716635756759265}"
0,84.947105,-18.206644504498875,0.0,0.9868777938194346,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([5.36467012e+03, 1.06744504e+04, 2.20290996e+02, 1.50630440e+02,
       1.27139664e+02, 1.50535812e+01, 3.22134951e+02, 2.42517242e+02,
       1.36605660e+02, 1.06193212e+01, 1.72277363e+02, 3.87932927e+02,
       1.73772981e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 18), 'bg': 95.03852629982994, 'lbgi': 0.9868777938194346, 'hbgi': 0.0, 'risk': 0.9868777938194346}"
0,81.97175,-19.748322809660127,0.0,1.294329727005471,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([5.04634256e+03, 1.06327096e+04, 2.19387742e+02, 1.47492557e+02,
       1.23939270e+02, 1.47834126e+01, 3.16988498e+02, 2.45495790e+02,
       1.38656532e+02, 1.04341776e+01, 1.62196044e+02, 3.82490545e+02,
       1.69585586e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 21), 'bg': 92.73272052515384, 'lbgi': 1.294329727005471, 'hbgi': 0.0, 'risk': 1.294329727005471}"
0,79.294945,-21.114196322835934,0.0,1.6349250054197884,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([4.74690384e+03, 1.05740528e+04, 2.18214875e+02, 1.44593854e+02,
       1.21128658e+02, 1.45074581e+01, 3.11447000e+02, 2.48278155e+02,
       1.40723234e+02, 1.02444414e+01, 1.52704664e+02, 3.76756379e+02,
       1.65596643e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 24), 'bg': 90.5329302741632, 'lbgi': 1.6349250054197884, 'hbgi': 0.0, 'risk': 1.6349250054197884}"
0,76.93036,-22.294790196011643,0.0,2.0042560309412956,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([4.46523315e+03, 1.05000472e+04, 2.16771240e+02, 1.41915067e+02,
       1.18676422e+02, 1.42268199e+01, 3.05557411e+02, 2.50865417e+02,
       1.42801730e+02, 1.00509269e+01, 1.43768699e+02, 3.70769082e+02,
       1.61811348e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 27), 'bg': 88.44284103265976, 'lbgi': 2.0042560309412956, 'hbgi': 0.0, 'risk': 2.0042560309412956}"
0,74.87855,-23.29200869426018,0.0,2.3977738537472737,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([4.20027617e+03, 1.04121765e+04, 2.15065872e+02, 1.39437691e+02,
       1.16551471e+02, 1.39425089e+01, 2.99363235e+02, 2.53259175e+02,
       1.44888082e+02, 9.85438141e+00, 1.35355649e+02, 3.64564283e+02,
       1.58230824e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 30), 'bg': 86.46376302304817, 'lbgi': 2.3977738537472737, 'hbgi': 0.0, 'risk': 2.3977738537472737}"
0,73.12215,-24.121917975197512,0.0,2.8109551338743533,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([3.95104115e+03, 1.03118351e+04, 2.13113874e+02, 1.37144231e+02,
       1.14723911e+02, 1.36554505e+01, 2.92904733e+02, 2.55461491e+02,
       1.46978467e+02, 9.65549000e+00, 1.27434914e+02, 3.58174788e+02,
       1.54852965e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 33), 'bg': 84.59510603637352, 'lbgi': 2.8109551338743533, 'hbgi': 0.0, 'risk': 2.8109551338743533}"
0,71.63866,-24.801166645778594,0.0,3.2394353766627915,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([3.71659518e+03, 1.02003277e+04, 2.10933677e+02, 1.35018357e+02,
       1.13165608e+02, 1.33664909e+01, 2.86219109e+02, 2.57474837e+02,
       1.49069174e+02, 9.45487958e+00, 1.19977683e+02, 3.51630776e+02,
       1.51673164e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 36), 'bg': 82.83479575588073, 'lbgi': 3.2394353766627915, 'hbgi': 0.0, 'risk': 3.2394353766627915}"
0,70.404335,-25.346261891749048,0.0,3.679109366793427,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([3.49606071e+03, 1.00788702e+04, 2.08545259e+02, 1.33044988e+02,
       1.11850490e+02, 1.30764026e+01, 2.79340702e+02, 2.59302053e+02,
       1.51156617e+02, 9.25312306e+00, 1.12956835e+02, 3.44959974e+02,
       1.48684940e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 39), 'bg': 81.1796326392306, 'lbgi': 3.679109366793427, 'hbgi': 0.0, 'risk': 3.679109366793427}"
0,69.39452,-25.774160336396243,0.0,4.12620114472592,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([3.28861226e+03, 9.94859285e+03, 2.05969017e+02, 1.31210321e+02,
       1.10754677e+02, 1.27858894e+01, 2.72301160e+02, 2.60946300e+02,
       1.53237335e+02, 9.05074315e+00, 1.06346832e+02, 3.38187824e+02,
       1.45880470e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 42), 'bg': 79.6255968873211, 'lbgi': 4.12620114472592, 'hbgi': 0.0, 'risk': 4.12620114472592}"
0,68.58391,-26.101864138678664,0.0,4.5773068613620955,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([3.09347334e+03, 9.81054376e+03, 2.03225065e+02, 1.29501825e+02,
       1.09856492e+02, 1.24955916e+01, 2.65129610e+02, 2.62411020e+02,
       1.55307995e+02, 8.84821583e+00, 1.00123633e+02, 3.31337644e+02,
       1.43251032e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 45), 'bg': 78.16810413969814, 'lbgi': 4.5773068613620955, 'hbgi': 0.0, 'risk': 4.5773068613620955}"
0,67.946754,-26.346092345746627,0.0,5.029414452816434,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([2.90991353e+03, 9.66569322e+03, 2.00332832e+02, 1.27908209e+02,
       1.09136395e+02, 1.22060900e+01, 2.57852824e+02, 2.63699901e+02,
       1.57365396e+02, 8.64597370e+00, 9.42646029e+01, 3.24430773e+02,
       1.40787370e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 48), 'bg': 76.80221694170119, 'lbgi': 5.029414452816434, 'hbgi': 0.0, 'risk': 5.029414452816434}"
0,67.45709,-26.52305538551665,0.0,5.479904339127271,"{'sample_time': 3.0, 'patient_name': 'child#002', 'meal': 0.0, 'patient_state': array([2.73724575e+03, 9.51493791e+03, 1.97310835e+02, 1.26419368e+02,
       1.08576863e+02, 1.19179105e+01, 2.50495364e+02, 2.64816844e+02,
       1.59406472e+02, 8.44440906e+00, 8.87484312e+01, 3.17486706e+02,
       1.38479987e+02]), 'time': datetime.datetime(2025, 1, 1, 15, 51), 'bg': 75.52281706565881, 'lbgi': 5.479904339127271, 'hbgi': 0.0, 'risk': 5.479904339127271}"
